Date,Close,High,Low,Open,Volume
06-04-2015,28.40353394,28.43922039,27.72996834,27.76119314,148776000
07-04-2015,28.10466957,28.57527234,28.09797879,28.46821638,140049200
08-04-2015,28.01321793,28.19164675,27.87270638,28.06897672,149316800
09-04-2015,28.22733116,28.23179282,27.80356569,28.06897639,129936000
10-04-2015,28.34777451,28.37230851,27.93739054,28.09128368,160752000
13-04-2015,28.29201889,28.67564146,28.23849091,28.63103169,145460400
14-04-2015,28.16934776,28.39015214,28.08236417,28.32547173,102098400
15-04-2015,28.27640152,28.3544635,28.10466517,28.19387959,115881600
16-04-2015,28.14035225,28.34777506,28.12697068,28.16488626,113476000
17-04-2015,27.82364273,28.13366154,27.75896231,28.00207158,207828000
20-04-2015,28.45929337,28.57527093,27.91731772,28.00653215,188217200
21-04-2015,28.30539703,28.59311093,28.25186736,28.57080946,129740400
22-04-2015,28.68678856,28.74254736,28.17380858,28.32324177,150618000
23-04-2015,28.92097473,29.08825114,28.57973114,28.61541759,183083600
24-04-2015,29.05702972,29.13509342,28.82284205,29.10386862,178103600
27-04-2015,29.58561134,29.69267067,29.25105862,29.50978021,387816800
28-04-2015,29.11947632,30.0071555,28.89867364,29.98931567,475696000
29-04-2015,28.69124794,29.3492011,28.61541679,29.0302624,253544400
30-04-2015,27.91285324,28.69124555,27.78572326,28.69124555,332781600
01-05-2015,28.76039314,29.02357649,27.94631589,28.12474306,234050400
04-05-2015,28.70463371,29.12171191,28.60649767,28.88306258,203953200
05-05-2015,28.05782509,28.64886693,28.05336343,28.5819557,197085600
06-05-2015,27.88162231,28.26970297,27.51361401,28.22732575,288564000
07-05-2015,28.05408287,28.23773558,27.7763628,27.9443379,175763600
08-05-2015,28.58264542,28.58264542,28.24445505,28.37211606,222201600
11-05-2015,28.29148674,28.5692051,28.1369491,28.53113115,168143200
12-05-2015,28.19070816,28.41691345,27.95554228,28.13023615,192640000
13-05-2015,28.22206306,28.48634401,28.19070784,28.25341829,138776800
14-05-2015,28.88052177,28.88052177,28.47962266,28.53561436,180814000
15-05-2015,28.84020996,29.00146635,28.71478908,28.90740069,152832000
18-05-2015,29.15824509,29.27694725,28.74838534,28.75286563,203531600
19-05-2015,29.13136673,29.31277931,29.03505922,29.27022507,178532800
20-05-2015,29.12912369,29.33517275,28.96786731,29.11568623,145819600
21-05-2015,29.42699432,29.48074758,29.0776067,29.13135996,158921600
22-05-2015,29.68456078,29.78086829,29.42923874,29.47403484,182384000
26-05-2015,29.03058052,29.76743333,28.9185971,29.69800416,282790400
27-05-2015,29.57257462,29.62184758,29.12688287,29.19183174,183332800
28-05-2015,29.51434708,29.55242103,29.36205128,29.53226483,122933200
29-05-2015,29.17840004,29.44044084,29.09329155,29.39116786,203538000
01-06-2015,29.23662567,29.42699883,29.12688412,29.17839553,128451200
02-06-2015,29.10673904,29.26351519,28.96340037,29.08434099,134670400
03-06-2015,29.14256668,29.32622115,29.0932937,29.2635107,123934000
04-06-2015,28.97235107,29.2455909,28.87156668,29.02162405,153800400
05-06-2015,28.8133316,29.04625902,28.74838273,29.00370478,142507200
08-06-2015,28.62296486,28.93875895,28.40571674,28.86932635,210699200
09-06-2015,28.53785515,28.68567409,28.13471585,28.37659875,224301600
10-06-2015,28.86484909,28.96787193,28.6341618,28.64983941,156349200
11-06-2015,28.79989052,29.15599692,28.77525403,28.93203011,141563600
12-06-2015,28.48186684,28.74166923,28.46842937,28.710314,147544800
15-06-2015,28.42587662,28.49754595,28.15487689,28.24222384,175955600
16-06-2015,28.57816887,28.63416058,28.30269061,28.45050784,125976400
17-06-2015,28.51097679,28.64087625,28.38555421,28.60504245,131672400
18-06-2015,28.64087868,28.73718449,28.49306145,28.4953016,141628800
19-06-2015,28.35420036,28.62744017,28.30940768,28.60280368,218867600
22-06-2015,28.5804081,28.68119249,28.46170595,28.55353146,136157200
23-06-2015,28.45051003,28.58041121,28.41691465,28.55129614,121075600
24-06-2015,28.69239426,29.07089879,28.47066755,28.49082374,221123600
25-06-2015,28.55576706,28.93650994,28.55576706,28.86036204,127752400
26-06-2015,28.38779068,28.66550902,28.33403913,28.59383972,176267200
29-06-2015,27.89058876,28.32508495,27.87939144,28.09887798,196645600
30-06-2015,28.09215927,28.24669693,27.96449825,28.12351449,177482800
01-07-2015,28.35420036,28.43034997,28.21758046,28.4213911,120955200
02-07-2015,28.318367,28.37435871,28.16830793,28.31612686,108844000
06-07-2015,28.21981239,28.2713255,27.96225027,27.98240817,112241600
07-07-2015,28.15039444,28.25341899,27.72037678,28.19518713,187787200
08-07-2015,27.45161629,27.91522759,27.44489756,27.87939378,243046400
09-07-2015,26.89169884,27.78532606,26.70132736,27.73829323,314380000
10-07-2015,27.61063576,27.73829681,27.1470244,27.31052097,245418000
13-07-2015,28.14367294,28.16606928,27.8435565,28.00257275,165762000
14-07-2015,28.13247299,28.30268826,28.00481197,28.22877879,127072400
15-07-2015,28.40346909,28.47737854,28.12575074,28.15710595,134596800
16-07-2015,28.7819767,28.79541758,28.52217606,28.60952299,144889600
17-07-2015,29.03058052,29.03058052,28.73718451,28.90963993,184658800
20-07-2015,29.57930183,29.78087062,29.27246494,29.33293695,235600800
21-07-2015,29.28366089,29.76966846,29.1873568,29.75399256,307025600
22-07-2015,28.04512405,28.10783449,27.32171051,27.32171051,461802400
23-07-2015,28.03168869,28.46394302,28.00929064,28.26461268,203998000
24-07-2015,27.88386726,28.16158562,27.74948752,28.06751998,168649200
27-07-2015,27.49641037,27.68454342,27.35083328,27.5680797,177822000
28-07-2015,27.63302803,27.75173189,27.44713685,27.63302803,134472400
29-07-2015,27.54567909,27.65990265,27.38442271,27.5815146,148046800
30-07-2015,27.40682602,27.45161871,27.25900707,27.39562699,134513200
31-07-2015,27.16718292,27.46729772,27.07983598,27.45833884,171540000
03-08-2015,26.52663612,27.45161866,26.32058531,27.21197419,279904000
04-08-2015,25.67555809,26.36089607,25.36424432,26.29818562,496554400
05-08-2015,25.8457756,26.3026682,25.10668429,25.29705578,397250400
06-08-2015,25.90201759,26.21024165,25.67478841,26.0910022,211612000
07-08-2015,25.98976135,26.15399797,25.76028187,25.77828073,154681600
10-08-2015,26.93468094,26.99542495,26.21699219,26.21699219,219806400
11-08-2015,25.53304482,26.58820425,25.49704882,26.50496082,388331200
12-08-2015,25.92676544,25.96726202,24.66462406,25.31706818,404870000
13-08-2015,25.90651703,26.18774279,25.76927872,26.10674963,194143200
14-08-2015,26.08875084,26.16749371,25.65003934,25.71978278,171718000
17-08-2015,26.35872459,26.46896459,25.98525602,26.10674574,163538800
18-08-2015,26.2102375,26.4217198,26.0999975,26.19448893,138242800
19-08-2015,25.87502289,26.21474241,25.80077887,26.12025095,193146000
20-08-2015,25.34406662,25.72653298,25.11458543,25.66578897,274006400
21-08-2015,23.79394913,25.1753299,23.76920112,24.84460813,513102000
24-08-2015,23.20000458,24.4778947,20.6982192,21.34391427,648825200
25-08-2015,23.33949089,24.99759881,23.28549602,24.99759881,414406400
26-08-2015,24.67812157,24.723117,23.63421176,24.09317066,387098400
27-08-2015,25.40481186,25.47680559,24.7523677,25.24957639,338464400
28-08-2015,25.48805428,25.49255313,25.0943382,25.23607537,212657600
31-08-2015,25.36881828,25.76703327,25.19783251,25.20458166,224917200
01-09-2015,24.23491096,25.17082939,24.15391781,24.7816139,307383600
02-09-2015,25.27432632,25.27432632,24.55213862,24.79961871,247555200
03-09-2015,24.83111,25.37331237,24.75686599,25.30806778,212935600
04-09-2015,24.58362961,24.84910679,24.41264559,24.51613646,199985200
08-09-2015,25.26756859,25.32381373,24.81985771,25.14158001,219374400
09-09-2015,24.78160858,25.65228223,24.69611487,25.59378853,340043200
10-09-2015,25.32606506,25.48580108,24.7253673,24.80860902,251571200
11-09-2015,25.69503784,25.69503784,25.14383598,25.15058512,199662000
14-09-2015,25.94251251,26.29798227,25.84127193,26.22823884,233453600
15-09-2015,26.16074753,26.21699269,25.74228342,26.08200465,173364800
16-09-2015,26.18999863,26.21924549,25.97176712,26.1540009,148694000
17-09-2015,25.62978935,26.20798942,25.58479392,26.02125683,256450400
18-09-2015,25.52404976,25.71528465,25.1685817,25.24507428,297141200
21-09-2015,25.92001915,25.95601688,25.57130019,25.57354876,200888000
22-09-2015,25.51280212,25.68828673,25.31481808,25.50830155,201384800
23-09-2015,25.71978188,25.80977446,25.49030242,25.56454471,143026800
24-09-2015,25.87276649,25.98525678,25.28106819,25.47905048,200878000
25-09-2015,25.80752754,26.25298994,25.65229036,26.19674478,224607600
28-09-2015,25.29682159,25.7760297,25.29682159,25.61404338,208436000
29-09-2015,24.5363884,25.53755329,24.26641231,25.38456638,293461600
30-09-2015,24.81536102,25.09433649,24.46214155,24.78611245,265892000
01-10-2015,24.65337181,24.66237124,24.14266494,24.53863124,255716400
02-10-2015,24.83335876,24.97509765,24.19666495,24.30015582,232079200
05-10-2015,24.9233532,25.05609266,24.53863654,24.72087029,208258800
06-10-2015,25.04258728,25.139329,24.69611699,24.88960042,192787200
07-10-2015,24.9233532,25.14608353,24.61513084,25.13933439,187062400
08-10-2015,24.63537407,24.79061122,24.34514891,24.79061122,247918400
09-10-2015,25.22483063,25.26082664,24.63313043,24.74787104,211064400
12-10-2015,25.10783386,25.36656189,25.07183786,25.36206303,121868800
13-10-2015,25.15058136,25.29906766,24.90085276,24.9323499,132197200
14-10-2015,24.7951107,25.08983473,24.64887298,25.03809015,177849600
15-10-2015,25.16633606,25.22033094,24.85811195,24.95710398,150694000
16-10-2015,24.98184586,25.19782702,24.86710527,25.14833102,156930400
19-10-2015,25.13708305,25.14158191,24.77261387,24.92785103,119036800
20-10-2015,25.59605026,25.68604287,24.93235797,25.04934716,195871200
21-10-2015,25.59378815,26.00325268,25.58028815,25.647783,167180800
22-10-2015,25.9852562,25.9852562,25.67028305,25.72202934,166616400
23-10-2015,26.79068947,26.8244369,26.17199284,26.25523456,237467600
26-10-2015,25.93576813,26.57696261,25.85477496,26.56571461,265335200
27-10-2015,25.77152634,26.21923721,25.64553604,25.96275949,279537600
28-10-2015,26.83343315,26.84018401,26.11124569,26.30697942,342205600
29-10-2015,27.11691284,27.15291056,26.60845618,26.70519791,204909200
30-10-2015,26.88518143,27.27214833,26.87393171,27.22040204,197461200
02-11-2015,27.26314926,27.30364584,26.90992979,27.17765725,128813200
03-11-2015,27.57586861,27.78285032,27.15515432,27.17540346,182076000
04-11-2015,27.44763374,27.85709837,27.36214173,27.70186121,179544400
05-11-2015,27.32110405,27.72102525,27.15390624,27.5312317,158210800
06-11-2015,27.35273743,27.52219516,27.25332339,27.3640353,132169200
09-11-2015,27.24202538,27.52219501,27.12453544,27.33014326,135485600
10-11-2015,26.38344002,26.67716746,26.22302023,26.4128138,236511600
11-11-2015,26.23431969,26.53030534,26.03097004,26.29306552,180872000
12-11-2015,26.14619827,26.39473593,26.13038229,26.26820805,130102400
13-11-2015,25.38251114,26.11230995,25.36669515,26.02871018,183249600
16-11-2015,25.79824638,25.81180245,25.0797455,25.16560347,152426800
17-11-2015,25.68752861,25.99481205,25.60392886,25.96543827,110467600
18-11-2015,26.50093079,26.54611883,26.09649145,26.15523728,186698800
19-11-2015,26.83757973,27.05674529,26.38117443,26.58000417,173183200
20-11-2015,26.95508003,27.095164,26.85340435,26.93248429,137148400
23-11-2015,26.60486031,27.05222942,26.5122226,26.94829384,129930000
24-11-2015,26.86018181,26.9663756,26.46252221,26.50997017,171212800
25-11-2015,26.66812706,26.93926046,26.64327312,26.93474062,85553200
27-11-2015,26.61842155,26.75398913,26.57097359,26.72687527,52185600
30-11-2015,26.72912788,26.97992541,26.60485822,26.6590842,156721200
01-12-2015,26.51222229,26.84435967,26.40377032,26.83080361,139409600
02-12-2015,26.27272415,26.68620139,26.22753612,26.51222384,133546400
03-12-2015,26.02870369,26.38795493,25.80727991,26.33372895,166278000
04-12-2015,26.89406967,26.94377755,26.00837107,26.04904099,231108000
07-12-2015,26.72461319,27.08160455,26.6184194,26.88277477,128336800
08-12-2015,26.71331406,26.79691209,26.40377069,26.55289257,137238000
09-12-2015,26.12360382,26.59130708,26.00159405,26.58000921,185445600
10-12-2015,26.2478714,26.42184896,26.0987495,26.21849935,116850800
11-12-2015,25.57229996,26.07163517,25.49773815,26.02644713,187544800
14-12-2015,25.41414261,25.45933065,24.80635364,25.34635882,257274800
15-12-2015,24.96451759,25.48644868,24.93288561,25.29213698,213292400
16-12-2015,25.15656281,25.30342651,24.5826675,25.09555878,224954000
17-12-2015,24.6233387,25.36217365,24.6233387,25.31020585,179091200
18-12-2015,23.95680237,24.74534514,23.90709449,24.60752111,385813200
21-12-2015,24.25052834,24.25956629,23.8528671,24.23923047,190362400
22-12-2015,24.22793198,24.33864385,24.05169453,24.26634197,131157600
23-12-2015,24.5397377,24.59396369,24.22115636,24.23697234,130629600
24-12-2015,24.40869522,24.62786086,24.39061931,24.62786086,54281600
28-12-2015,24.13529778,24.33186935,23.99069399,24.30927361,106816800
29-12-2015,24.56911087,24.72501253,24.14433745,24.16693147,123724800
30-12-2015,24.24827194,24.56007355,24.21663997,24.53296142,100855200
31-12-2015,23.78283501,24.18275461,23.68341922,24.17823649,163649200
04-01-2016,23.80316162,23.80768146,23.04625079,23.18407654,270597600
05-01-2016,23.20667458,23.91613758,23.13889251,23.89354355,223164000
06-01-2016,22.75252342,23.1298506,22.56499151,22.72089145,273829600
07-01-2016,21.79226685,22.62373964,21.78774873,22.296122,324377600
08-01-2016,21.90749359,22.39327273,21.86230556,22.26674485,283192000
11-01-2016,22.26222801,22.38197787,21.99335451,22.36164377,198957600
12-01-2016,22.58532524,22.75026485,22.33226775,22.71863288,196616800
13-01-2016,22.00465393,22.86324057,21.98431983,22.66666895,249758400
14-01-2016,22.48590851,22.7028159,21.63184189,22.13343701,252680400
15-01-2016,21.94590569,22.07695341,21.54598619,21.73577803,319335600
19-01-2016,21.83971405,22.28934143,21.57761859,22.23511544,212350800
20-01-2016,21.86908531,22.18540676,21.10765462,21.48724001,289337600
21-01-2016,21.75836754,22.11535709,21.45108413,21.93008342,208646000
22-01-2016,22.91520309,22.92424105,22.22607604,22.28482014,263202000
25-01-2016,22.46783447,22.94005582,22.41586668,22.9377959,207178000
26-01-2016,22.59210396,22.79319366,22.15829259,22.57854789,300308000
27-01-2016,21.10765648,21.83293543,21.08958057,21.69962949,533478800
28-01-2016,21.25902939,21.35618519,20.87492601,21.19124735,222715200
29-01-2016,21.99335289,21.99335289,21.3177819,21.41719765,257666000
01-02-2016,21.78774261,21.85100655,21.55502097,21.79678057,163774000
02-02-2016,21.34715462,21.69962612,21.30196486,21.55954045,149428800
03-02-2016,21.76967049,21.88038239,21.25677916,21.4646469,183857200
04-02-2016,21.94458961,22.11042424,21.62428128,21.77648455,185886800
05-02-2016,21.35849571,22.01728823,21.28353102,21.92642,185672400
08-02-2016,21.58339119,21.74013709,21.13586665,21.15631109,216085600
09-02-2016,21.5788517,21.79466398,21.33805235,21.41983359,177324800
10-02-2016,21.4152813,21.88779457,21.37666287,21.79011155,169374400
11-02-2016,21.28580093,21.51751501,21.03364242,21.30624711,200298800
12-02-2016,21.35168076,21.46753779,21.12905541,21.39711574,161405600
16-02-2016,21.95367813,22.00138356,21.49252395,21.58566262,196231600
17-02-2016,22.28988457,22.310329,21.84236012,21.96048757,179452800
18-02-2016,21.86735153,22.4648071,21.82873137,22.45344793,156084000
19-02-2016,21.81737328,21.9809357,21.76285305,21.80828628,141496800
22-02-2016,22.00819588,22.01274024,21.79011321,21.87870924,137123200
23-02-2016,21.51069832,21.9218749,21.4788947,21.89915828,127770400
24-02-2016,21.831007,21.89461424,21.19947554,21.34940837,145022800
25-02-2016,21.98093224,21.98093224,21.63790563,21.81964202,110330800
26-02-2016,22.01501656,22.26717333,21.94005014,22.08089424,115964400
29-02-2016,21.96503258,22.31487402,21.95594558,22.003651,140865200
01-03-2016,22.83736229,22.89188251,22.13086461,22.18311439,201628400
02-03-2016,22.88734245,22.91914607,22.635184,22.83282222,132678400
03-03-2016,23.05772591,23.10543134,22.81919701,22.84873019,147822800
04-03-2016,23.40075493,23.56886005,23.0281967,23.25536644,184220400
07-03-2016,23.14177704,23.35985973,22.93505179,23.25990452,143315600
08-03-2016,22.95095444,23.11678908,22.80783815,22.89416201,126247600
09-03-2016,22.9713974,23.07589524,22.7783018,23.01455846,108806800
10-03-2016,22.98275566,23.22582714,22.75104335,23.03727763,134054400
11-03-2016,23.23036766,23.23491029,23.05771825,23.2258233,109632800
14-03-2016,23.2894268,23.37802454,23.12132178,23.15085494,100304400
15-03-2016,23.75740433,23.89370578,23.59156971,23.61655851,160270800
16-03-2016,24.07316971,24.15040656,23.75967446,23.76421882,153214000
17-03-2016,24.03454971,24.18675296,23.84372631,23.97094076,137682800
18-03-2016,24.06180954,24.19356836,23.89597666,24.15722038,176820800
21-03-2016,24.0595417,24.45481646,23.88462008,24.06408433,142010800
22-03-2016,24.24354935,24.373036,23.90052263,23.90960963,129777600
23-03-2016,24.10951614,24.32305619,24.05726809,24.18902691,102814000
24-03-2016,24.00501442,24.13677322,23.82782239,23.95958119,104532000
28-03-2016,23.89596748,24.12313705,23.86643433,24.07997428,77645600
29-03-2016,24.46162415,24.48661294,23.82554853,23.82782071,124760400
30-03-2016,24.88870811,25.08407417,24.67062544,24.68198462,182404400
31-03-2016,24.75921822,24.96594342,24.73422942,24.92505281,103553600
01-04-2016,24.98638725,24.98865943,24.5797534,24.71151221,103496000
04-04-2016,25.24308968,25.48616111,25.04999411,25.0840699,149424800
05-04-2016,24.94549561,25.15449297,24.85689959,24.87734576,106314800
06-04-2016,25.20674896,25.21129333,24.80692982,25.04091606,105616400
07-04-2016,24.65699387,25.08407218,24.56158303,24.97730217,127207600
08-04-2016,24.68425751,24.93641425,24.57294312,24.74104993,94326800
11-04-2016,24.76603889,25.1272396,24.72287783,24.75468145,117630000
12-04-2016,25.08862305,25.10225267,24.68426124,24.83873498,108929200
13-04-2016,25.45208931,25.52023917,25.17039941,25.17039941,133029200
14-04-2016,25.46571922,25.53159863,25.29079934,25.35667875,101895600
15-04-2016,24.95458794,25.51115467,24.92732869,25.46799188,187756000
18-04-2016,24.4161911,24.75012898,24.2935193,24.73649936,243286000
19-04-2016,24.28671074,24.53432485,24.13223529,24.50706387,129539600
20-04-2016,24.33668518,24.55476785,24.09361371,24.22537253,122444000
21-04-2016,24.07316971,24.29125238,23.97094232,24.29125238,126210000
22-04-2016,24.00728798,24.18902439,23.76648871,23.85508473,134732400
25-04-2016,23.87098694,24.00047357,23.74150031,23.85281295,112126400
26-04-2016,23.70515251,23.92096472,23.60519904,23.60519904,224064800
27-04-2016,22.221735,22.42391585,21.73559209,21.80828631,458408400
28-04-2016,21.54249573,22.23536204,21.41073693,22.174027,328970800
29-04-2016,21.29488182,21.51750883,21.01546413,21.35167423,274126000
02-05-2016,21.27216911,21.37212433,20.99047919,21.34713552,192640400
03-05-2016,21.62200737,21.74922182,21.28125289,21.39938035,227325200
04-05-2016,21.3971138,21.78557376,21.31306039,21.62655394,164102000
05-05-2016,21.31025505,21.49995423,21.18226609,21.48395561,143562000
06-05-2016,21.19141197,21.35825451,20.99257045,21.33997161,174799600
09-05-2016,21.20741653,21.43139732,21.16170492,21.25541242,131745600
10-05-2016,21.35139656,21.38567982,21.05199303,21.33082765,134747200
11-05-2016,21.14341354,21.38567888,21.13198521,21.36510997,114876400
12-05-2016,20.64745903,21.20512842,20.44861921,21.19141581,305258800
13-05-2016,20.68859863,20.9514347,20.56975194,20.56975194,177571200
16-05-2016,21.45652962,21.573092,20.94685801,21.11598654,245039200
17-05-2016,21.36740303,21.64395174,21.25769865,21.60967021,187667600
18-05-2016,21.61194992,21.76050957,21.45881998,21.52053021,168249600
19-05-2016,21.52967262,21.63023641,21.38568499,21.63023641,121768400
20-05-2016,21.76279068,21.81078654,21.60280273,21.63022968,128104000
23-05-2016,22.03934288,22.21304347,21.86564229,21.91135389,152074400
24-05-2016,22.37531662,22.41874046,22.1330495,22.21990067,140560800
25-05-2016,22.76843071,22.79585593,22.42331549,22.5513045,152675200
26-05-2016,22.94898224,23.02211905,22.5444429,22.78213797,225324800
27-05-2016,22.93527412,22.96270109,22.68386638,22.72729197,145364800
31-05-2016,22.82328415,22.94670288,22.58558901,22.76385993,169228800
01-06-2016,22.50331116,22.75014863,22.47359992,22.63130018,116693200
02-06-2016,22.3341732,22.36159841,22.08504982,22.30674625,160766400
03-06-2016,22.37988853,22.45988166,22.27246845,22.3501773,114019600
06-06-2016,22.54215813,23.28724061,22.29532247,22.3958845,93170000
07-06-2016,22.63358688,22.82557217,22.61758825,22.68386879,89638000
08-06-2016,22.6130085,22.75471008,22.5535843,22.63129139,83392400
09-06-2016,22.77527809,22.85298518,22.50329981,22.51244212,106405600
10-06-2016,22.58787346,22.70672015,22.50788033,22.51930692,126851600
13-06-2016,22.24732399,22.65414935,22.19247182,22.5558716,152082000
14-06-2016,22.27474785,22.5078726,22.11247563,22.24275061,127727600
15-06-2016,22.20162201,22.49188508,22.17648106,22.35703801,117780800
16-06-2016,22.29532814,22.34103801,21.9570692,22.04391864,125307200
17-06-2016,21.78793335,22.0896229,21.78107705,22.0827666,244032800
20-06-2016,21.73536682,22.07133965,21.7193682,21.94106465,137647600
21-06-2016,21.92050171,22.02106376,21.63938097,21.6988052,142185600
22-06-2016,21.8382206,22.14448051,21.79250899,21.99820686,116876400
23-06-2016,21.96392632,22.00735191,21.76965676,21.92735877,128960800
24-06-2016,21.34683037,21.63480736,21.17541578,21.23483999,301245600
27-06-2016,21.03599548,21.26683425,20.91257679,21.25540592,181958400
28-06-2016,21.39025307,21.40625344,21.05885225,21.23255284,161779600
29-06-2016,21.57538223,21.6096655,21.39939562,21.47710447,146124000
30-06-2016,21.84964561,21.88849917,21.55252804,21.58452529,143345600
01-07-2016,21.91592216,22.04848317,21.78793319,21.82450072,104106000
05-07-2016,21.71023178,21.80393927,21.58909907,21.80165326,110820800
06-07-2016,21.83364105,21.86335402,21.5685208,21.62108695,123796400
07-07-2016,21.92735291,22.0553419,21.85421609,21.87249899,100558400
08-07-2016,22.09648323,22.14447911,21.9524956,22.05305764,115648400
11-07-2016,22.16504478,22.3181747,22.1079066,22.11247689,95179600
12-07-2016,22.26560783,22.32960232,22.19704306,22.20846965,96670000
13-07-2016,22.13990593,22.32274709,22.13304788,22.26332463,103568800
14-07-2016,22.57872963,22.62443949,22.24275676,22.25875538,155676000
15-07-2016,22.57644272,22.69529114,22.51244822,22.60843997,120548000
18-07-2016,22.81642723,22.88499203,22.53530651,22.55816144,145975600
19-07-2016,22.82556915,22.85528039,22.7044347,22.7547166,95119600
20-07-2016,22.84613991,22.96041632,22.79585801,22.85528223,105104000
21-07-2016,22.72499847,23.0838262,22.65643196,22.81641992,130808000
22-07-2016,22.54901695,22.69529058,22.46902209,22.68614826,113254800
25-07-2016,22.24732399,22.59015312,22.15133225,22.45530783,161531600
26-07-2016,22.09420204,22.39132142,22.03706383,22.12848532,224959200
27-07-2016,23.52950478,23.84947897,23.48379492,23.83119433,369379200
28-07-2016,23.84719849,23.87233943,23.499799,23.50208501,159479200
29-07-2016,23.8174839,23.89519275,23.69635121,23.81291361,110934800
01-08-2016,24.23802185,24.26087678,23.86319545,23.86319545,152671600
02-08-2016,23.87919426,24.24259233,23.76948816,24.23802204,135266400
